curp,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,sexo,nivel_trabajo,casa,ahorros,cheques,credito_cantidad,credito_duracion,credito_proposito,riego
NISJ951008,Josephine,Nicholson,Spires,1995-10-08,23,M,2,no,alta,5218774,45670,21,carro,bueno
BEMB100419,Beverly,Bennett,Mcinturff,1910-04-19,109,M,3,renta,muy-grande,17809810,37329,17,educacion,malo
DIGO120706,Olive,Dillon,Golden,1912-07-06,106,M,3,no,muy-grande,66816489,29262,15,otros,bueno
BOBS861129,Shirley,Brower,Ball,1986-11-29,32,M,3,no,moderada,42946,47190,19,radio,malo
WIHE560919,Efrain,Withrow,Hendrickson,1956-09-19,62,H,3,no,muy-grande,60633820,24961,5,negocios,malo
AUMN730711,Norman,Aucoin,Mcfarland,1973-07-11,45,H,0,no,moderada,35582,43708,24,otros,bueno
DOHW730812,Walter,Dorsey,Hammond,1973-08-12,45,H,3,renta,pequena,5564,23880,3,equipo,malo
AASJ170816,John,Adams,Sherman,1917-08-16,101,H,3,no,moderada,19308,39585,24,muebles,malo
HODE261212,Edward,Holt,Doss,1926-12-12,92,H,1,no,pequena,4285,24774,12,educacion,malo
HOWR760921,Ronald,Howe,Walker,1976-09-21,42,H,3,no,moderada,10031,19105,17,radio,malo
MAWJ410103,Joyce,Mcallister,Wingfield,1941-01-03,78,M,2,renta,pequena,8028,46238,3,muebles,malo
YACS241223,Sergio,Yancey,Christian,1924-12-23,94,H,0,no,pequena,7606,48607,10,TV,bueno
MIMM110114,Milford,Miller,Mckenzie,1911-01-14,108,H,1,propia,moderada,35542,46385,19,educacion,malo
WOSM780211,Mary,Wood,Schade,1978-02-11,41,M,0,no,muy-grande,91896220,25069,7,equipo,malo
HAWP320417,Pamela,Harris,Wilson,1932-04-17,87,M,0,renta,muy-grande,88773764,20134,4,equipo,bueno
FEHC370725,Courtney,Fleishman,Hartwell,1937-07-25,81,M,0,no,muy-grande,27794486,33914,11,carro,malo
GACO711027,Olivia,Glasco,Contreras,1971-10-27,47,M,2,propia,alta,41851052,34958,15,TV,bueno
TETJ650624,James,Tederous,Terwilliger,1965-06-24,53,H,0,propia,moderada,14231,41000,22,otros,bueno
SOBL650427,Leighann,Soto,Bauman,1965-04-27,54,M,0,renta,muy-grande,23297494,14870,17,negocios,malo
SOBA610604,Arthur,Shortell,Bruce,1961-06-04,57,H,0,no,muy-grande,82382051,19435,23,carro,malo
MOMR160705,Regina,Mccrory,Moody,1916-07-05,102,M,3,renta,pequena,4388,3839,8,TV,malo
CESJ150422,Julie,Credi,Salimi,1915-04-22,104,M,3,propia,alta,6325940,34378,12,otros,bueno
BOED820422,Diane,Brown,Elms,1982-04-22,37,M,2,propia,alta,84797000,13794,21,carro,malo
WEAT360329,Tony,Weckerly,Arias,1936-03-29,83,H,1,renta,pequena,4947,8537,19,muebles,bueno
MEBG420810,Ginger,Meadows,Bernier,1942-08-10,76,M,3,propia,moderada,20368,27162,13,negocios,bueno
QURR770413,Randy,Quasdorf,Reynolds,1977-04-13,42,H,1,propia,muy-grande,69516402,7224,24,muebles,malo
WIMB000602,Bill,White,Mchenry,1900-06-02,118,H,0,renta,alta,90906926,46600,22,negocios,malo
AEML080801,Lynne,Albert,Meade,1908-08-01,110,M,0,renta,muy-grande,69879469,14638,18,educacion,bueno
CIPC860912,Cynthia,Crider,Pruitt,1986-09-12,32,M,0,no,muy-grande,13294708,46158,9,vacaciones,malo
AOLW730831,William,Alcorn,Lachner,1973-08-31,45,H,2,no,alta,10941692,43237,19,TV,bueno
HOFW791218,William,Howard,Fulford,1979-12-18,39,H,3,no,pequena,5653,38165,7,reparaciones,bueno
MASA650822,Antoinette,Maldonado,Slater,1965-08-22,53,M,0,propia,moderada,20324,772,20,educacion,bueno
PEAJ571222,John,Peng,Anderson,1957-12-22,61,H,0,propia,alta,40673092,15748,4,reparaciones,bueno
GEAV360127,Vernon,George,Alcazar,1936-01-27,83,H,3,renta,pequena,7469,47601,4,vacaciones,bueno
HOZB870928,Brian,Hood,Zirin,1987-09-28,31,H,1,propia,muy-grande,65027677,4800,5,muebles,bueno
MAMM650227,Melanie,Martin,Mullane,1965-02-27,54,M,2,no,muy-grande,97749519,32415,13,educacion,bueno
BIWK610220,Katina,Briney,White,1961-02-20,58,M,1,no,pequena,3325,46163,3,linea blanca,malo
POJW160226,Walter,Pope,Jaimes,1916-02-26,103,H,1,renta,muy-grande,16655631,31491,20,carro,malo
MOLH551029,Hilda,Monte,Larson,1955-10-29,63,M,2,propia,alta,65862838,20874,7,carro,malo
AELR541020,Robert,Allegra,Lancaster,1954-10-20,64,H,3,propia,moderada,22358,17634,7,linea blanca,bueno
VESD591128,Deanna,Velasquez,Sims,1959-11-28,59,M,1,no,muy-grande,41421540,44066,6,reparaciones,malo
HURH121016,Howard,Hutchinson,Rufino,1912-10-16,106,H,3,propia,alta,15526448,6383,20,muebles,bueno
FAHR071206,Reginald,Fagan,Hall,1907-12-06,111,H,0,renta,alta,31450408,25133,10,muebles,malo
BEMB740809,Brenda,Byler,Monti,1974-08-09,44,M,2,no,pequena,4359,42,6,vacaciones,bueno
PEDM520510,Marvin,Perez,Difrancesco,1952-05-10,66,H,0,no,muy-grande,35821500,11213,2,otros,bueno
JODP900530,Paul,Jones,Diga,1990-05-30,28,H,2,no,moderada,31699,8970,21,otros,bueno
DICD000131,Dennis,Dimick,Cherry,2000-01-31,19,H,2,renta,moderada,23570,30295,20,vacaciones,bueno
HATT111127,Terry,Harris,Tibbs,1911-11-27,107,H,1,propia,alta,42859463,40716,11,otros,bueno
YOSA080913,Albert,Yokoyama,Smith,1908-09-13,110,H,2,no,muy-grande,58402274,21911,23,otros,malo
SEDG100702,Gregory,Sherwood,Dowd,1910-07-02,108,H,1,propia,alta,56915850,23904,20,radio,malo
JOMJ041203,Jewell,Johnson,Messenger,1904-12-03,114,H,2,no,pequena,8857,29251,13,otros,bueno
SEGL661211,Lynda,Seay,Grimm,1966-12-11,52,M,3,no,muy-grande,99440022,19978,24,radio,malo
MOVJ360518,Jennifer,Moynihan,Vosburg,1936-05-18,82,M,0,renta,moderada,33729,45407,8,reparaciones,malo
WEBH711116,Henry,Weiss,Byrn,1971-11-16,47,H,1,no,muy-grande,25198852,17435,24,carro,malo
DIDC960503,Charles,Dixon,Davis,1996-05-03,22,H,2,renta,muy-grande,66728470,3555,8,carro,bueno
CIKB770924,Brent,Crissman,Kreisler,1977-09-24,41,H,0,no,moderada,36078,28172,3,equipo,bueno
SIWK010627,Krista,Smith,Walker,1901-06-27,117,M,1,propia,muy-grande,54747251,25589,7,TV,malo
CAJJ231121,Joan,Caudle,Johnson,1923-11-21,95,M,2,propia,alta,11032221,21668,19,educacion,bueno
COSC230909,Christopher,Cox,Stratton,1923-09-09,95,H,2,renta,alta,25951694,44129,22,muebles,bueno
PESS270715,Shirley,Peace,Suarez,1927-07-15,91,M,3,no,pequena,5096,39369,5,muebles,bueno
ROVA940813,Amy,Romeo,Victor,1994-08-13,24,M,1,propia,pequena,158,14281,19,negocios,malo
RIPP301110,Peter,Rivera,Powell,1930-11-10,88,H,2,renta,alta,60166972,11039,4,vacaciones,bueno
COTD390828,Donna,Cooper,Trongone,1939-08-28,79,M,0,propia,moderada,24535,45288,24,vacaciones,malo
SAJC540819,Cristina,Swanson,Johnston,1954-08-19,64,M,2,renta,moderada,24055,5548,24,otros,bueno
KOHR970709,Robert,Koonce,Hulbert,1997-07-09,21,H,1,renta,alta,25883493,47372,2,muebles,bueno
TEGA810416,Andrew,Theriot,Goodin,1981-04-16,38,H,2,propia,pequena,9377,26360,16,muebles,malo
SEDV680422,Vernon,Stewart,Dutton,1968-04-22,51,H,2,no,pequena,8331,39741,19,equipo,malo
SAZH991112,Hans,Stamey,Zack,1999-11-12,19,H,3,no,alta,58086880,49852,15,vacaciones,bueno
LISB770311,Brandon,Little,Smith,1977-03-11,42,H,1,no,alta,71878554,5764,17,radio,malo
CAFJ160824,John,Cahal,Ford,1916-08-24,102,M,3,no,muy-grande,20336162,25590,3,otros,malo
WEPC780414,Cindy,Weber,Phifer,1978-04-14,41,M,3,renta,alta,38323605,21303,12,radio,bueno
BELK580928,Kathleen,Behel,Lindsay,1958-09-28,60,M,2,no,moderada,40432,46254,6,negocios,malo
KOCS710709,Sylvia,Kochevar,Coryell,1971-07-09,47,M,2,propia,moderada,39965,18153,21,carro,malo
BEBM030612,Marian,Bell,Begay,1903-06-12,115,M,2,no,moderada,32472,16861,2,TV,bueno
PITW750410,Whitney,Pickett,Tarbutton,1975-04-10,44,M,0,no,muy-grande,19320996,34597,5,educacion,malo
JADJ570330,Joseph,Jamison,Dear,1957-03-30,62,H,1,renta,moderada,43915,14572,13,carro,bueno
DOJS120521,Stacey,Dombkowski,Jordan,1912-05-21,106,M,2,no,alta,99842888,33564,18,otros,malo
GUBM911024,Maxine,Guthrie,Bonawitz,1991-10-24,27,M,0,renta,muy-grande,35350172,47599,23,equipo,bueno
WIBS980829,Sabrina,Wikoff,Brown,1998-08-29,20,M,1,no,pequena,4403,10708,23,vacaciones,malo
MEFL020104,Lois,Mcclendon,Foster,1902-01-04,117,M,3,no,moderada,14490,2826,11,equipo,malo
FIPA340612,Alfred,Filley,Perez,1934-06-12,84,H,0,no,moderada,41912,5105,11,radio,bueno
HAWR240829,Ronnie,Haynes,Ward,1924-08-29,94,H,2,propia,muy-grande,57585433,44793,4,negocios,malo
HARM301009,Matthew,Hancher,Ramirez,1930-10-09,88,H,3,propia,alta,2412777,6839,19,reparaciones,malo
HIHL700911,Logan,Hillis,Hoffman,1970-09-11,48,H,0,no,moderada,14641,5149,20,muebles,bueno
VISS790401,Sindy,Virgen,Swatzell,1979-04-01,40,M,1,renta,pequena,8701,411,24,equipo,bueno
COGP890906,Pablo,Collins,Groff,1989-09-06,29,H,1,propia,moderada,17509,27251,17,reparaciones,bueno
TUSC050407,Christine,Truett,Sigman,1905-04-07,114,M,3,no,moderada,46962,37561,7,equipo,bueno
SIST950301,Tamra,Smith,Sharp,1995-03-01,24,M,2,no,muy-grande,3792234,31308,21,vacaciones,malo
DATD841010,Damion,Drake,Thomas,1984-10-10,34,H,2,renta,pequena,5907,1124,2,vacaciones,bueno
MEMJ590315,Jeffrey,Menotti,Murphy,1959-03-15,60,H,1,no,muy-grande,4677017,38389,20,negocios,malo
WIWM640618,Matthew,Wilkins,Wilson,1964-06-18,54,H,1,renta,alta,81715641,8591,4,otros,bueno
MICR990726,Ronnie,Miller,Collins,1999-07-26,19,H,3,renta,alta,2349893,240,17,vacaciones,bueno
EAZE431219,Elizabeth,Ewald,Zevallos,1943-12-19,75,M,3,no,muy-grande,8748027,11008,8,vacaciones,bueno
WOKK000413,Kenny,Worrell,Krummel,1900-04-13,119,H,3,no,pequena,3717,40765,4,otros,bueno
EAPA550911,Amber,Evans,Pitt,1955-09-11,63,M,0,no,pequena,2453,48592,20,carro,bueno
COHA701126,Alice,Costa,Heard,1970-11-26,48,M,2,no,alta,53493545,29659,2,educacion,bueno
WOWJ140630,Judy,Wolfram,Wilkins,1914-06-30,104,M,2,renta,pequena,7133,44842,15,educacion,bueno
SAUB440430,Beatrice,Santoyo,Urbina,1944-04-30,74,M,2,propia,pequena,4627,45165,4,negocios,malo
NEWA710824,Austin,Nelson,Winchester,1971-08-24,47,H,0,renta,muy-grande,72404390,22338,24,negocios,malo
MOTM640320,Mamie,Mcdougle,Taylor,1964-03-20,55,M,3,renta,pequena,8287,8032,19,equipo,malo
NERE170304,Eileen,Newman,Renfro,1917-03-04,102,M,1,no,muy-grande,12063125,17181,9,muebles,bueno
SAEI010422,Irma,Shaver,Ellis,1901-04-22,118,M,1,no,pequena,6957,38609,6,reparaciones,malo
FOBJ580131,Janet,Ford,Burmeister,1958-01-31,61,M,1,no,pequena,3571,45031,18,equipo,bueno
LIBF480710,Frank,Limberg,Brown,1948-07-10,70,H,0,propia,pequena,1635,10753,3,radio,malo
LITK500301,Kevin,Livingston,Tabak,1950-03-01,69,H,0,no,muy-grande,48307420,40862,14,radio,malo
HUCH600116,Heidi,Hupp,Clear,1960-01-16,59,M,1,propia,alta,42949158,3375,11,muebles,malo
WICM200906,Maryann,Wilder,Cammack,1920-09-06,98,M,3,no,pequena,6827,19948,23,educacion,malo
SOLN460109,Nancy,Schoonover,Lieberman,1946-01-09,73,M,1,renta,alta,99578705,7874,11,negocios,malo
ZEMR650922,Rosario,Zenker,Morgan,1965-09-22,53,M,2,renta,pequena,4731,39379,24,reparaciones,malo
DIBL921119,Leo,Diaz,Bohannon,1992-11-19,26,H,2,renta,pequena,5907,21950,24,linea blanca,bueno
NEWW920219,William,Nelson,Woods,1992-02-19,27,H,3,no,alta,35979182,2002,21,muebles,bueno
LEAW240503,Wesley,Lemay,Amaya,1924-05-03,94,H,1,propia,muy-grande,6030831,35000,21,linea blanca,bueno
TOHO400210,Owen,Torres,Horace,1940-02-10,79,H,1,no,moderada,13600,3433,14,educacion,malo
HIST741124,Tony,Hilton,Shelton,1974-11-24,44,H,0,propia,muy-grande,10386525,29706,3,TV,malo
CISA011213,Amy,Chivers,Southerland,1901-12-13,117,M,1,renta,pequena,4659,5606,5,educacion,malo
WIGH410311,Heather,Wittenberg,Gunn,1941-03-11,78,M,0,no,muy-grande,55389576,31115,13,vacaciones,malo
LORE430126,Enrique,Long,Rivera,1943-01-26,76,H,1,propia,muy-grande,79825428,37908,21,reparaciones,malo
RUKR551024,Raven,Ruch,Kennedy,1955-10-24,63,M,0,propia,alta,20996295,35356,4,equipo,malo
JOAM810915,Michael,Johnson,Adam,1981-09-15,37,H,1,propia,moderada,14399,28404,23,vacaciones,bueno
DUBA130821,Adele,Duncan,Bowman,1913-08-21,105,M,0,renta,moderada,18267,11864,24,otros,bueno
FEZD630527,Dale,Ferguson,Zimmerman,1963-05-27,55,H,3,propia,alta,56982635,1730,21,TV,malo
MAWE430109,Elizabeth,Mcdaniels,Williams,1943-01-09,76,M,3,renta,alta,97492944,34310,3,TV,malo
GISD360328,Donald,Giesen,Santamaria,1936-03-28,83,H,2,propia,muy-grande,46374419,37203,15,radio,bueno
CAMJ701127,Juan,Clarke,Mclavrin,1970-11-27,48,H,1,no,pequena,3694,40040,3,equipo,malo
KECP090422,Patricia,Kessinger,Chin,1909-04-22,110,M,0,propia,muy-grande,15831416,5241,14,reparaciones,malo
GORM030129,Marjorie,Gomez,Richmond,1903-01-29,116,M,2,propia,muy-grande,40913362,26655,14,TV,malo
HOBJ370902,James,Houston,Brown,1937-09-02,81,H,3,propia,moderada,33361,37009,23,otros,malo
JEPM200425,Mayra,Jefferson,Perez,1920-04-25,99,M,2,propia,moderada,21633,33260,9,reparaciones,bueno
TOBK400206,Keith,Thompson,Beyl,1940-02-06,79,H,3,propia,pequena,3773,36145,8,equipo,malo
PACJ820314,Jackie,Patel,Clark,1982-03-14,37,M,1,propia,muy-grande,36841528,15866,15,linea blanca,bueno
EAAD211013,David,Eakes,Ackerman,1921-10-13,97,H,2,no,moderada,29948,34562,2,radio,malo
DAJS531005,Sydney,Daniel,Jonson,1953-10-05,65,H,0,propia,muy-grande,37006758,7155,22,carro,bueno
BEDJ910728,Jennifer,Bertram,Diorio,1991-07-28,27,M,3,propia,pequena,5333,33991,7,vacaciones,malo
SUSV260415,Veronica,Suarez,Shaffer,1926-04-15,93,M,3,renta,alta,96385561,20504,10,carro,malo
ROCL800404,Lewis,Robinson,Coachman,1980-04-04,39,H,3,renta,alta,22590899,39644,6,educacion,bueno
HOLJ890112,John,Holley,Lopez,1989-01-12,30,H,2,renta,pequena,4574,24334,8,otros,malo
SIBM080626,Mary,Simmons,Belote,1908-06-26,110,M,3,no,moderada,39859,16418,9,muebles,malo
PAMJ460404,Juan,Parker,Mckean,1946-04-04,73,H,0,renta,pequena,7815,44338,23,reparaciones,malo
WAHJ190629,John,Waring,Holliday,1919-06-29,99,H,1,no,muy-grande,57025991,8267,15,educacion,bueno
GILG280502,Gavin,Giammarino,Larowe,1928-05-02,90,H,0,propia,alta,23893589,29376,8,otros,malo
GAGM170719,Melinda,Garrett,Guevara,1917-07-19,101,M,2,propia,pequena,2225,31136,19,negocios,malo
MURH380326,Helen,Murray,Ridgeway,1938-03-26,81,M,1,propia,pequena,6261,9597,4,otros,bueno
MIJJ900107,James,Mizell,Joyce,1990-01-07,29,H,0,renta,pequena,2563,46018,11,carro,malo
BUDJ771014,John,Bunnell,Davis,1977-10-14,41,H,3,propia,muy-grande,35175434,46939,8,TV,malo
WAVM400728,Mildred,Ward,Vetter,1940-07-28,78,M,3,propia,muy-grande,78713617,38475,7,reparaciones,bueno
WASV590821,Violet,Waters,Sargent,1959-08-21,59,M,0,no,muy-grande,32316715,46275,16,equipo,malo
LIWJ690403,Joseph,Limon,Williams,1969-04-03,50,H,2,no,moderada,28698,2824,12,negocios,malo
ROWC951109,Carl,Roby,Werner,1995-11-09,23,H,0,propia,alta,59678009,9288,5,negocios,malo
GETS790414,Suzanne,Gregory,Treffert,1979-04-14,40,M,3,propia,alta,73721547,24714,15,radio,bueno
WECA290518,Andrew,Whetstone,Colon,1929-05-18,89,H,2,renta,muy-grande,42566864,25340,10,otros,malo
WIWC570206,Christine,Williams,Walters,1957-02-06,62,M,0,no,muy-grande,4721431,12110,19,educacion,bueno
MOTM780104,Milton,Monroe,Thompson,1978-01-04,41,H,3,renta,moderada,33354,8715,14,educacion,malo
ROSB541213,Brain,Rodrigues,Senske,1954-12-13,64,H,3,renta,pequena,5021,5393,15,linea blanca,bueno
BANK960226,Kenneth,Banks,Nicholson,1996-02-26,23,H,1,renta,alta,57813085,35451,12,carro,malo
OIKD361209,Diane,Oliver,Killinger,1936-12-09,82,M,1,renta,pequena,2098,23595,16,linea blanca,bueno
POMI590512,Ima,Powell,Milner,1959-05-12,59,M,3,no,pequena,7595,28263,9,educacion,malo
SEDM001026,Marvin,Sells,Dillman,1900-10-26,118,H,2,renta,alta,41591725,41728,19,educacion,malo
RAAR760331,Rhonda,Ray,Alexander,1976-03-31,43,M,2,no,alta,13542199,40280,16,negocios,bueno
WISS040430,Stephanie,Willis,Sanmartin,1904-04-30,114,M,3,propia,pequena,3890,11130,13,carro,bueno
RODE870918,Ellis,Robles,Donelson,1987-09-18,31,H,0,propia,pequena,7116,17500,18,negocios,bueno
TOPB130419,Beverly,Thomas,Pelkey,1913-04-19,106,M,2,propia,pequena,8743,38398,14,carro,bueno
CACD950730,Daniel,Carmichael,Combs,1995-07-30,23,H,0,propia,alta,92208058,21877,3,vacaciones,bueno
BAHI390907,Isela,Baptist,Halm,1939-09-07,79,M,2,renta,pequena,5132,41131,21,radio,bueno
MUPR740408,Raymond,Murphy,Powell,1974-04-08,45,H,3,renta,alta,57747478,17270,19,radio,bueno
HAMA570121,Angel,Hann,Morales,1957-01-21,62,M,0,no,pequena,6086,20230,22,educacion,malo
JOFJ690313,Jacob,Jones,Fouse,1969-03-13,50,H,0,no,muy-grande,87626189,4044,19,muebles,malo
COTA020515,Asia,Costa,Tibbetts,1902-05-15,116,M,0,no,pequena,2756,23142,14,carro,malo
HUHP750305,Pamela,Hultgren,Handy,1975-03-05,44,M,0,propia,pequena,9345,6200,21,educacion,bueno
KEEJ490613,Jennifer,Kennedy,Eikenberry,1949-06-13,69,M,3,renta,moderada,24746,15573,22,vacaciones,bueno
PEBP050425,Peter,Pendry,Best,1905-04-25,114,H,3,propia,moderada,37220,26061,24,muebles,malo
RESC660617,Carl,Ryder,Stoddard,1966-06-17,52,H,0,no,pequena,1333,38779,10,equipo,malo
SEBT840729,Tracy,Sewell,Bradley,1984-07-29,34,M,3,renta,pequena,9282,1821,19,equipo,bueno
PAJR901218,Rudy,Palmer,Juarez,1990-12-18,28,H,3,no,pequena,822,10725,18,negocios,bueno
SEEJ210803,Joyce,Sergent,Enge,1921-08-03,97,M,1,no,alta,18110323,48655,13,negocios,malo
SILC560204,Chris,Smith,Lobur,1956-02-04,63,H,1,no,moderada,27121,45506,2,muebles,bueno
BAHE580927,Ehtel,Barette,Heidinger,1958-09-27,60,M,0,renta,muy-grande,53816337,44952,12,reparaciones,malo
PASN540424,Nikki,Passmore,Stansbury,1954-04-24,65,M,1,renta,moderada,35808,21359,13,equipo,malo
YICJ530613,John,Yi,Crow,1953-06-13,65,H,0,propia,alta,68922933,41799,20,equipo,malo
POTJ601112,John,Poche,Tuttle,1960-11-12,58,H,3,no,moderada,49655,20282,6,otros,bueno
RAMJ981127,Julie,Ramos,Moody,1998-11-27,20,M,0,propia,alta,7771062,11082,7,otros,malo
VAKR950622,Rodolfo,Vasquez,Knecht,1995-06-22,23,H,0,renta,alta,20267137,45735,22,TV,bueno
CAHT861109,Todd,Catlett,Hollack,1986-11-09,32,H,2,propia,alta,82206782,48750,8,negocios,bueno
PEWE641128,Erica,Peters,Woods,1964-11-28,54,M,1,renta,moderada,49263,46747,11,negocios,malo
CEZL750305,Lucretia,Creech,Zvorsky,1975-03-05,44,M,0,no,alta,81033798,13493,4,educacion,bueno
GODJ400728,Julius,Gochal,Devins,1940-07-28,78,H,2,no,moderada,33114,6003,16,negocios,bueno
BISD170725,Donald,Bridgette,Sahara,1917-07-25,101,H,1,no,muy-grande,22756775,36441,2,negocios,bueno
SITL960413,Lawanda,Smith,Torres,1996-04-13,23,M,1,propia,moderada,17935,19170,10,vacaciones,bueno
GAKA230108,Alice,Gray,Kazunas,1923-01-08,96,M,3,renta,moderada,11886,19988,16,vacaciones,bueno
NIMC041205,Curtis,Nickerson,Maloon,1904-12-05,114,H,3,renta,muy-grande,50012162,42110,3,carro,malo
MOMR701027,Ray,Mosier,Meador,1970-10-27,48,H,3,propia,alta,45033126,348,16,radio,bueno
KAYM830121,Margaret,Karns,Yager,1983-01-21,36,M,3,renta,alta,32645581,35897,23,linea blanca,bueno
MASL090306,Leslie,Mages,Samson,1909-03-06,110,M,0,no,muy-grande,22568682,23114,6,muebles,malo
JOTS551009,Shirley,Jones,Theis,1955-10-09,63,M,3,renta,pequena,4991,33497,20,TV,bueno
RANJ740801,Johnnie,Rael,Nolan,1974-08-01,44,M,0,no,muy-grande,98401222,29993,22,otros,malo
BORL120906,Lisa,Bolivar,Rodriguez,1912-09-06,106,M,0,propia,moderada,46122,39477,9,linea blanca,malo
MODD790325,Daniel,Moore,Dumesnil,1979-03-25,40,H,1,no,pequena,2138,28224,16,TV,malo
BALB110329,Bret,Blalock,Long,1911-03-29,108,H,0,renta,muy-grande,45716661,14538,24,otros,malo
DAWT000521,Timmy,Davis,Wilhelm,1900-05-21,118,H,3,renta,muy-grande,93970189,47869,11,negocios,malo
CUHD090919,Damon,Curtis,Howard,1909-09-19,109,H,2,renta,alta,63456947,40004,13,muebles,malo
WALS310627,Stephen,Warden,Long,1931-06-27,87,H,0,propia,pequena,4331,3512,13,educacion,malo
TALK590212,Kristen,Taylor,Lewis,1959-02-12,60,M,1,no,pequena,8609,28323,6,reparaciones,bueno
HOTJ630206,Jerome,Howard,Tucker,1963-02-06,56,H,1,no,alta,34352037,11318,5,muebles,malo
TASF920915,Florence,Travis,Skelton,1992-09-15,26,M,0,no,alta,88950095,4837,15,vacaciones,malo
DACL030831,Lisa,Davis,Chace,1903-08-31,115,M,1,no,moderada,47052,27770,24,vacaciones,bueno
LOCE621202,Evelyn,Lorman,Currier,1962-12-02,56,M,0,propia,pequena,8119,5692,3,radio,bueno
GIRV151229,Vincent,Griglen,Richard,1915-12-29,103,H,3,propia,moderada,29438,21664,17,muebles,bueno
NOTT001127,Thelma,Norris,Thorp,1900-11-27,118,M,0,renta,pequena,1702,33087,13,educacion,malo
SABH561222,Heather,Saborido,Bow,1956-12-22,62,M,2,propia,moderada,38980,28215,12,equipo,bueno
WISS250212,Susan,Wright,Shull,1925-02-12,94,M,0,renta,pequena,3078,11879,16,linea blanca,bueno
DISS890302,Stacia,Dickey,Sinka,1989-03-02,30,M,2,no,alta,10347659,23496,18,equipo,bueno
LAWT311001,Terese,Lane,Wade,1931-10-01,87,M,1,no,alta,77721655,28186,19,negocios,bueno
IOPJ981027,John,Isom,Petersen,1998-10-27,20,H,3,propia,alta,30306593,4234,23,carro,malo
DEPM110828,Margaret,Dellinger,Person,1911-08-28,107,M,3,no,alta,13701016,6246,13,otros,bueno
WAMJ130807,Jeannette,Walker,Meyer,1913-08-07,105,M,1,propia,moderada,32241,29013,3,otros,bueno
BEHE430908,Earnest,Bell,Hodges,1943-09-08,75,H,0,no,pequena,8085,8265,11,negocios,malo
FEMA801226,Antonio,Fredette,Manning,1980-12-26,38,H,3,no,pequena,7826,12514,3,radio,malo
RAMM420107,Marie,Ray,Mandeville,1942-01-07,77,M,1,renta,pequena,5332,34502,22,vacaciones,malo
PAYM450517,Martha,Pharris,Young,1945-05-17,73,M,3,no,muy-grande,83102883,34345,16,negocios,malo
GUNJ680701,Joyce,Gum,Noriega,1968-07-01,50,M,2,propia,alta,52926515,47434,2,TV,malo
MORG500904,Grant,Montalvan,Riche,1950-09-04,68,H,1,propia,pequena,4093,15147,11,negocios,malo
WIOC650322,Carl,Williamson,Osmun,1965-03-22,54,H,2,no,moderada,31008,21875,18,negocios,malo
LOPB060320,Brian,Long,Paulson,1906-03-20,113,H,3,propia,moderada,26517,47982,21,educacion,malo
SAOL620907,Lorena,Sanders,Overstreet,1962-09-07,56,M,3,propia,muy-grande,18866575,40772,20,linea blanca,malo
POBD660902,Dwight,Provost,Berard,1966-09-02,52,H,0,no,alta,17417147,12232,19,vacaciones,bueno
RIWP671202,Philip,Richards,White,1967-12-02,51,H,2,propia,muy-grande,56721702,14694,17,radio,bueno
OOHL620813,Lea,Odoms,Hedrick,1962-08-13,56,M,1,propia,alta,78899951,46353,13,reparaciones,bueno
WEWL680608,Linda,Weiner,Wills,1968-06-08,50,M,0,renta,alta,69150348,28604,19,radio,bueno
HOGJ131121,James,Holliday,Gattis,1913-11-21,105,H,0,renta,alta,87800392,36113,8,reparaciones,bueno
SOCW960131,William,Scorgie,Christiansen,1996-01-31,23,H,0,renta,pequena,361,6749,2,otros,bueno
DABW860403,Wade,Davis,Boone,1986-04-03,33,H,3,propia,alta,5705462,44504,21,vacaciones,bueno
IAPI511219,Irene,Igbal,Pinkham,1951-12-19,67,M,2,renta,muy-grande,14514443,13349,21,carro,bueno
SODM250120,Meredith,Soileau,Deboard,1925-01-20,94,M,1,renta,moderada,48611,29969,7,carro,malo
WIHD991005,Dale,Winters,Hemmings,1999-10-05,19,H,0,propia,pequena,9263,43956,12,vacaciones,bueno
RESL450201,Lizette,Redmond,Sachs,1945-02-01,74,M,0,renta,alta,79539607,40741,9,linea blanca,malo
